tot_id,summary,details,label,relevant/irrelevant,key_word
102249736,Architect and Engineering Idiq for Surveying Services-,"Description
Amendment to Sources SoughtThis is a Sources Sought announcement only. THIS IS NOT A REQUEST FOR QUALIFICATIONS, PROPOSALS, QUOTATIONS OR BIDS, NOR A PROPOSED SYNOPSIS OF A PROPOSED CONTRACT ACTION UNDER FAR SUBPART 5.2 and no contract shall be awarded from this notice. No reimbursement will be made for any costs associated with providing information in response to this Sources Sought or any follow up information requests. Responses to this Sources Sought will shape the acquisition strategy in developing a competitive requirement.The Columbia-Pacific Northwest Regional Office (C-PN) of the U.S. Bureau of Reclamation has a requirement to acquire Architectural and Engineering (AE) survey services in the states of OR, WA, ID, and small portions of WY and MT. The determination has been made to pursue one single-award Indefinite Delivery Indefinite Quantity (IDIQ) contract for a base year and four (4) subsequent ordering periods, not exceed a total period of five (5) years covering the entire region. The ceiling price for this IDIQ will be $4 million. The scope of this IDIQ is to provide surveying services to support Reclamation, such as habitat improvement, planning, construction, facility operation and maintenance, safety of dams and land management. A Professional Land Surveyor license for land surveying in the states where work will be performed is required. The IDIQ contract will be awarded utilizing FAR Part 36.6 and 15 procedures. Task orders issued to the resulting contract holder will be issued utilizing FAR Part 16.5 procedures. Sources are being sought for firms, of any size, with a North American Industry Classification System (NAICS) Code 541370- Surveying and Mapping (except Geophysical) Services with a Small Business Size Standard of $19 million. Small businesses are highly encouraged to respond to this sources sought notice. All interested and qualified firms responding to this sources sought notice are required to provide the following in...",0,Irrelevant,geographical information system
102247938,"Purchase of Bolts, Nuts, Covers, Plates for the Firing Trolley According to Uralmash Drawings for Ao Lebedinsky Gok with Delivery in October 2024 (schedule Invested). Diches","Purchase of bolts, nuts, covers, plates for the firing trolley according to the drawings of Uralmash for AO Lebedinsky GOK with delivery in October 2024 (schedule invested). Diches
Additional information:- Category of the Bought and Services Board: EDA part of the equipment of the shutdown workshops
Participants of the purchase: all suppliers
Category OKPD2: 25.94 Fasteners and fasteners of fasteners25.94.1 Products Fasteners and fixing screws 27.90.40 Electric equipment, not included in other groups (including electromagnetic magnets; Electromagnetic brakes; captures Electromagnetic accelerators; Electric signals) All (another 4) 25.94 Fastening products and fasteners25.94.1 Products Fasteners and fixing screws 27.90.40 Electric equipment, not included in other groups (including electric magnets; Culpans and brakes of electromagnetic; captures of lifting electromagnetic; electric accelerators; electric generators; ) 28.15.22 Rush shafts (including cam and crankshafts) and crooked -shaped 28.99 special -purpose equipment other, not included in other groups ...",0,Irrelevant,geographical information system
102225734,Qualification Phase Map System in Buildings - St. Olavs Hospital and Ntnu,"This procurement is a co-operation between St. Olavs Hospital HF (SOHF) and the Norwegian University of Science and Technology (NTNU). Helse Nord-Trøndelag HF (HNT) and Helse Møre og Romsdal HF (HMR) are option holders for the procurement. The total area of the buildings that can be part of the agreement is approx. 1.6 million square meters. The procurement will be carried out after a competitive dialogue in accordance with part III of the procurement regulations.
Doc Title: Qualification phase Map system in buildings - St. Olavs Hospital and NTNU
Contract Type: supplies",0,Irrelevant,geographical information system
102225219,Work on Technical Inspection with Topographic Survey of the Site.,Lots: Work on technical inspection of real estate objects - Work on technical inspection with topographic survey of the site. According to technical specifications.,1,Relevant,geographical information system
102211275,Cqc - Award of Hydrogeological Safety Works in the Municipal Territory in the Municipality of Netro.,"Cqc - Assignment of hydrogeological safety works of the municipal territory in the municipality of Netro.
Product Categories: road works, roads, motorways, bridges, viaducts, railways, subways (class ii).",1,Relevant,geographical information system
102210738,"2024 3D Spatial Information (Digital Elevation Model, Indoor Spatial Information) Quality Verification Service","2024 3D spatial information (digital elevation model, indoor spatial information) quality verification service",1,Relevant,geographical information system
102205885,"Invitation to tender for the framework agreement for proffesional services contract for project management, engineering, project support and geospatial services on an “as-and-when” required basis for a duration of three (3) years as and when required","Invitation to tender for the framework agreement for proffesional services contract for project management, engineering, project support and geospatial services on an “as-and-when” required basis for a duration of three (3) years as and when required for all ports in transnet national ports authority.",1,Relevant,geographical information system
102200500,Expenditure on Specialist Consultancy Services - Map Making Services (Preparation of Krb and Rpb Pagar Alam City 2025-2029),Expenditure on Specialist Consultancy Services - Map Making Services (Preparation of KRB and RPB Pagar Alam City 2025-2029),1,Relevant,geographical information system
102196175,Book Procurement Project,"Tenders are invited for The 2024 Book Procurement Project of the Information Center of Geography Town, Deqing County and Wukang Middle School, Deqing County The Public Bidding Announcement of the 2024 Book Procurement Project of Deqing County Government Procurement Center on the School of Geographic Town Information Center and Deqing County Wakang Middle School Bid Opening Date: 2024-06-26 09:00 Budget: ￥46.435500 Million Yuan (RMB) [Disclaimer: The above text is machine translated. For accurate information kindly refer the original document.]",0,Irrelevant,geographical information system
102193098,Basic Proportional Ruler Topographic Maps,"Tenders are invited for Basic Proportional Ruler Topographic Maps are Newly Added, Mapping and Dynamic Maintenance Guiyang Natural Resources and Planning Bureau on the public bidding announcement of the basic ratio of the terrain map of the basic ratio Bid Opening Date: 2024-06-25 09:30 Budget: ￥239.460000 Million Yuan (RMB) [Disclaimer: The above text is machine translated. For accurate information kindly refer the original document.]",1,Relevant,geographical information system
102187070,Corrigendum: Rate Contract for Hiring of Vehicles to Carry out Surface Geophysical Surveys under Ngpm/Nmet for One Year,"As Per NIT
Miscellaneous Services",1,Relevant,geographical information system
102177617,"Mg-Plm24-099 to Supply Labor, Materials, & Equipment for the Conduct of Bathymetric Survey at the Lower Reservoir","Tender are invited for MG-PLM24-099 TO SUPPLY LABOR, MATERIALS, & EQUIPMENT FOR THE CONDUCT OF BATHYMETRIC SURVEY AT THE LOWER RESERVOIR
Procurement Mode : Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification : Goods
Category : General Engineering Services
Contract Duration : 26 Day/s
Budget for the Contract : PHP 150,000.00
Area of Delivery : Bukidnon
Description : MG-PLM24-099 TO SUPPLY LABOR, MATERIALS, & EQUIPMENT FOR THE CONDUCT OF BATHYMETRIC SURVEY AT THE LOWER RESERVOIR
Trade Agreement : Implementing Rules and Regulations",1,Relevant,geographical information system
102176961,"Making a Topographical Survey on the Territory of the Ksu ""School-Lyceum ""Daryn","Lots: Engineering and geodetic work - Preparation of topographic survey on the territory of KSU ""School-lyceum ""Daryn",1,Relevant,geographical information system
102168974,Ordering Development and Maintenance Services of Pria Geoinformation Systems,"The object of the framework contract to be concluded is the development and maintenance services of various geoinformation systems used in PRIA. The subject of the framework agreement can also be the development/creation of new geoinformation system software/solutions for PRIA. Software development and maintenance work includes, among others:
1) project",1,Relevant,geographical information system
102159369,Third-Party Application Maintenance Services for the Geographic Information System (Gis) of the Lyon Metropolis,"This contract is a framework agreement with purchase orders.
Its duration is 4 years firm from its notification date.
Minimum amount in euros excluding tax over the total duration of the contract: 1,000,000 euro(s) excluding tax;
Maximum amount in euros excluding tax over the total duration of the contract: 3,000,000 euro(s) excluding tax;
The present",1,Relevant,geographical information system
102157001,Aerial Lidar Filming and Data Processing in the Jogok and Inje Fault Areas,Aerial LIDAR filming and data processing in the Jogok and Inje fault areas,1,Relevant,geographical information system
102156941,"Waryong-Myeon Sanya 2,3-Ri Water Supply Area Expansion Project Gis Db Construction Service","Waryong-myeon Sanya 2,3-ri water supply area expansion project GIS DB construction service",1,Relevant,geographical information system
102156172,Public Surveying and Gis Update Service for 2024 Sewer Pipe Construction,Public surveying and GIS update service for 2024 sewer pipe construction,1,Relevant,geographical information system
102153317,Reconnaissance and Geotechnical Study Missions on the Saone-Et-Loire Departmental Road Network Years 2024/2028,"The consultation concerns the following services:
Reconnaissance and geotechnical study missions on the departmental road network of Saone-et-Loire Years 2024/2028.

The contract awarded by framework agreement with purchase orders is concluded for a period of one year from its date of",1,Relevant,geographical information system
102152448,Purchase by Supply of 3D Mapping Set with Intracardiac Echo,"Name of the tender: Purchase by Supply of a 3D Mapping Set with Intracardiac Echo
Description: That, the establishment requires the purchase of three-dimensional mapping for the electrophysiology sub unit of the Las Higueras Hospital
Type of tender: Public-Public Tender equal or superior",0,Irrelevant,geographical information system
102148934,Cross Sectional Survey Services: Pembina River,"The Government of Manitoba, as represented by the Minister of Transportation and Infrastructure, requests Quotes from qualified Proponents meeting the requirements contained in this Request for Quotes (RFQ) to: Undertake bathymetric and topographic survey to support hydraulic modelling. Pembina River",1,Relevant,geographical information system
102148455,Lot 01: Topographical Survey Services Relating to the Land Chosen for the Construction Projects of New (09) Sanitary Blocks in Primary Establishments Reporting to the Directorate P...,"Lot 01: Topographical survey services relating to the land chosen for the construction projects of new (09) sanitary blocks at primary establishments under the Provincial Directorate of Chichaoua, Aref - Ms Lot 02: Topographical survey services of the qualifying high school",1,Relevant,geographical information system
102144307,"Gis Db Construction Service for Jaepum-Ri, Seohu-Myeon Water Supply Area Expansion Project","GIS DB construction service for Jaepum-ri, Seohu-myeon water supply area expansion project",1,Relevant,geographical information system
102143089,Reconstruction of Bałtycka Street Together with the Construction/Reconstruction of the Rainwater Sewage System,1. Detailed description of the subject of the order: The subject of the order is the implementation of construction works called: Reconstruction of Batycka Street along with the construction/reconstruction of a storm sewage system. The subject of the order is hereinafter referred to as the object or subject of the order. 2. Description of the item,0,Irrelevant,geographical information system
102141806,On-call Consultancy Services for Infrastructure & Transportation Studies,"This contract will provide On Call urban planning, infrastructure engineering and transportation services to support the preparation of various types of Master Plans developed by the Abu Dhabi Department of Municipalities and Transport (DMT). These services may include the preparation of all stages of a master plan or for developing selected stages and particular deliverables to support the master plan. Master Plans could be at visioning stage, framework level, concept level or detailed master plans. Some assignments requisitions may be of concept, preliminary or detailed engineering design services for specific infrastructure or transport schemes depending on the requirements of DMT during the period of this contract. These services include, but are not limited to master planning studies, engineering studies, feasibility analysis and full project design for roads, wet and dry utility services, utility coordination, relocation and permitting; transportation planning; surveying; geotechnical investigations; Utilities Infrastructure Engineering and Studies, Integrated Water Resource Management, Flood Risk Assessment and Management, Integrated Storm Water Management, Green and Blue In...",0,Irrelevant,geographical information system
102131089,Corrigendum: Ted-419-Pdc-Gis-2023-24,"Supply of material, erection, testing and commissioning of 1 no. Gas Insulated Switchgear (GIS) based 2X12.5MVA 33kV/11 kV sub-station along with associated civil works at Sector-16 and 17, Hisar and Operation and Maintenance (OandM) of the sub-stati
Electrical Works",0,Irrelevant,geographical information system
102118740,"Service for Topographic Survey, Land Acquisition and other Activities for Block Rj-Onhp-2021/01","Service For Topographic Survey, Land Acquisition And Other Activities For Block Rj-Onhp-2021/01

Tender Issuance Date : Monday, June 3, 2024 5:00:00 PM IST

Tender Closing Date : Monday, June 24, 2024 2:00:00 PM IST

Tender Opening Date : Monday, June 24, 2024 2:30:00 PM IST

Pre-Bid Meeting Date / Pre-Tender Meeting Date : Friday, June 7, 2024 11:00:00 AM IST",1,Relevant,geographical information system
102116718,Bsee Seadat Application Upgrade,"Description
This Request for Information (RFI) seeks to obtain information to assist in the upgrade of BSEE SEADAT application using the ArcGIS Maps SDK.",1,Relevant,geographical information system
102107805,"(In Electronic Form) Selection of a Contractor to Carry out Engineering and Geodetic Surveys (Executive Survey of Utility Networks and Landscaping) ""Engineering and Transport Infrastructure of Micro...","(in electronic form) selection of a contractor to carry out engineering and geodetic surveys (executive survey of utility networks and landscaping) ""Engineering and transport infrastructure of the Lyadishche-2 microdistrict in Borisov."" 11th stage
Geodesy / cartography Other",1,Relevant,geographical information system
102104719,Ve7208 and Ve7305 Sand Lizard Relocation,"Lot 1 - VE7208 ThAi sand lizard resettlement 2024 - 2027
Lot 2 - VE7305 GuAu sand lizard resettlement 2024 - 2026
In anticipation of the construction of the Danube expansion Straubing - Vilshofen, section 2, sand lizards must be removed from construction areas in the Thundorf/Aicha polder as a species protection avoidance measure",0,Irrelevant,geographical information system
102092898,Site Investigation and Verification Project,"Tenders are invited for Shishi Township, Guangxin District, And Huanggu Town Mining Area History Remaining Solid Waste and Pollution Survey Surveyed on -Site Investigation and Verification Project [Jiangxi Provincial Public Resources Trading Platform] Jiangxi Baiming Engineering Consulting Co., Ltd. on the survey and verification of drones in the historical remaining solid waste and pollution status of Shishi Township, Guangxin District and Huanggu Town Mining Area (Project Number: JXBM2023-NC050- 2) Public bidding announcement of electronic government procurement Bid Opening Date: 2024-06-24 14:00 Budget: ￥103.000000 Million Yuan (RMB) [Disclaimer: The above text is machine translated. For accurate information kindly refer the original document.]",1,Relevant,geographical information system
102090422,"Provision of Services for Performing Engineering and Geological Surveys for Designing the Construction of the Facility: ""Fencing and Checkpoint on the Territory of the Central Boiler House""","Lot name: - Provision of services for performing geotechnical surveys for the design of the construction of the facility: ""Fencing and checkpoint on the territory of the Central Boiler House""
Geological and geophysical advisory services",1,Relevant,geographical information system
102085148,Toward Sustainable and Climate-Resilient Groundwater Resource Management in Anguilla,"The project aims to develop a National Groundwater Resource Management Plan to determine the quality, sustainability, availability and allocation of Anguilla-s groundwater resources, also considering current and projected climate change impacts. The overarching objective of this assignment is to achieve a sustainable, integrated, and resilient management of Anguilla-s groundwater resources. This entails the development of a comprehensive approach to assess, monitor, and manage the island's groundwater resources availability and quality in the face of current and projected challenges, including pollution, increasing water demand and climate change impacts. This will be achieved by conducting a hydrogeological assessment, a climate change impact assessment, developing a groundwater quality monitoring plan, and an integrated groundwater resource management plan.
Doc Title: Toward sustainable and climate-resilient groundwater resource management in Anguilla
Contract Type: services",1,Relevant,geographical information system
102080529,"Bidding Package No. 07: Cadastral Map Measurement, Cadastral Mapping in Chi Dam Commune","Package No. 07: Measuring cadastral maps, making cadastral maps in Chi Dam commune",1,Relevant,geographical information system
102693715,"Supply, Production and Distribution of Australian Disability Parking Permits","Supply, Production and Distribution of Australian Disability Parking Permits
The supply, production and distribution of Australian Disability Parking Permits to eligible Tasmanian community members.
Period of Contract (Estimated) : From 20/09/2024 to 19/09/2027
Enquiries :
SimonMoreyManagerRegulations&Concessions
Location : State-wide",0,Irrelevant,parking services
102680125,Valet Parking Services-613 Martinsburg Vamc,"Description
1. Introduction:A. This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Items, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued.B. This solicitation is restricted to SDVOSB business size limitation.C. This solicitation incorporates provisions and clauses in effect through Federal Acquisition Circular 2024-05 and VAAR Update 2008-37. The full text of the provisions and clauses can be obtained from the following websites: https://www.acquisition.gov/browse/index/far and http://www.va.gov/oal/library/vaar/.2. Responding to this solicitation. Offeror must submit its quote via email to timothy.russell@va.gov. Offeror must provide the following information with its quote:A. Offeror s legal entity name, address, SAM Unique Entity Identifier (UEI) number;B. Information that demonstrates your company shall provide bonded, fully trained, experienced parking attendants who possess a valid state driver s license, be U.S. citizens and be fluent in the English language. Contractor personnel shall be at least 18 years of age, have no criminal history, and be able to perform all general duties, functions, and activities as required. Contractor s staff qualifications shall also include expertise in the proper operation of all types of motor vehicles, and a commitment to the highest level of respect, courtesy, compassion, and safety.C. The completed Price Schedule - you must enter your quoted unit price, amount & grand total in the accompanying Price Schedule (see solicitation attachments).3. Date & time quotes are due: June 27, 2024, at 4:00 PM Eastern.4. Evaluation-Commercial Items. The Government intends to perform a comparative evaluation of offers in accordance with FAR 13.106-2(b)(3) to...",1,Relevant,parking services
102613806,Parking Stand in Gorakhpur Zoo,"PARKING STAND IN GORAKHPUR ZOO
Miscellaneous Services",1,Relevant,parking services
102432966,Ta-9740 Geo: Preparing Integrated Solutions for Livable Cities (Georgia Ecomobility Project) - Senior Parking Management Specialist (53114-001),"Tender are invited for Ta-9740 Geo: Preparing Integrated Solutions for Livable Cities (Georgia Ecomobility Project) - Senior Parking Management Specialist (53114-001)
Consultant Type : Individual
Selection Method : Individual Consultant Selection (Ics)
Selection Title : Preparing Integrated Solutions for Livable Cities (Georgia EcoMobility Project)
Deadline of Submitting EOI : 17-Jun-2024 11:59 PM Manila local time",1,Relevant,parking services
102375114,"Custom Bid for Services - Hiring of Vehicle,Custom Bid for Services - Toll and Parking Charges, Qty: 2","Custom Bid for Services - HIRING OF VEHICLE , Custom Bid for Services - TOLL AND PARKING CHARGES",0,Irrelevant,parking services
102251420,Corrigendum: Parking Management at 13 Metro Stations of N-S Corridor of Uttar Pradesh Metro Rail Corporation at Lucknow,"Parking Management at 13 Metro Stations of N-S Corridor of Uttar Pradesh Metro Rail Corporation at Lucknow
Miscellaneous Works",1,Relevant,parking services
102711195,Development Works Contract for the Adaptation of a Car Park and Service Area Attached to the Illa Sud De Sallent Industrial Estate,"Description of the provision: The object of the contract is the execution of the development works for the adaptation of a truck parking lot and annexed services to the Illa Sud Industrial Estate, in accordance with the technical project definitively approved by the Board of Local Government dated March 19",0,Irrelevant,parking services
102669265,Gaoxinwu Taidi Park Supervision Service,"Tenders are invited for Supervision Service of Grand Street Ground Parking Lot and Gaoxinwu Taidi Park Supervision Service Announcement of Supervision Services for Supervision Services in Grand Street, Gejun District, Ezhou City Gejian Economic Development District Response File Opening Time: 2024-06-25 14:30 [Disclaimer: The above text is machine translated. For accurate information kindly refer the original document.]",0,Irrelevant,parking services
102611162,"Integrated Security Surveillance System Service - Health Monitoring Solution for Cctv System, Monit, Qty: 1","INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Health Monitoring Solution for CCTV System, Monitor Operations, Theft Prevention, Parking Lots, Employee Safety, Vandalism Deterrence, Facility/Asset Protection, Outdoor Perimeter Security; Recording ..",0,Irrelevant,parking services
102591250,Operation of Car and Bicycle Parking Lots in the Territory of the Municipality of Oujda,Operation of car and bicycle parking lots in the territory of the municipality of Oujda,1,Relevant,parking services
102583190,"Carrying out Work on the Development of Design Documentation for the Modernization of Facilities ""System of Access Control Points for an Automated Parking System"", Inv. No. Ma-010045; ""Temporary Additional Pa...","Lot name: - Execution of work on the development of design documentation for the modernization of objects ""System of access control points for an automated parking system"", inv. No. MA-010045; ""Temporary additional parking"", inv. No. MA-010686
Services for engineering and technical design of buildings",0,Irrelevant,parking services
102566877,"Rental Supply of 8 Parking Meters and In-Person Technical Assistance for the Management of Regulated Surface Parking (Blue Zone) in Llanes, Summer 2024","Description: Rental Supply of 8 Parking Meters and In-Person Technical Assistance for the Management of Regulated Surface Parking (Blue Zone) in Llanes, Summer 2024
Closing Date: 2024-06-26
Tender Base Budget: Euros
Contract Type: Supplies
Coded0311b314139639afa8d9993705f8a28",0,Irrelevant,parking services
102555208,Market Engagement - Ev Cable Gullies,"Oxfordshire County Council intends to go to tender for the supply, installation and maintenance of Electric Vehicle (EV) Cable Gullies to enable residents with on street parking to safely charge EVs.

To ensure a fully informed tender process, the Council request responses to the attached questionnaire.",0,Irrelevant,parking services
102545754,Contract Bus Parking,Contract Bus Parking,1,Relevant,parking services
102528901,Hotel and Lodging and Meeting Facilities,"Tender are invited for Hotel and Lodging and Meeting Facilities
Procurement Mode : Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification : Goods
Category : Hotel and Lodging and Meeting Facilities
Contract Duration : 30 Day/s
Budget for the Contract : PHP 289,450.00
Area of Delivery : Agusan Del Norte
Description : 134 pax Breakfast
160 pax AM Snacks
160 pax Lunch
120 pax PM Snacks
121 pax Dinner
121 pax Lodging

Venue: Nasipit, Agusan del Norte
Date: June 18-21, 2024
Function hall is spacious and fully air conditioned
With functional audio
With LCD screen & projector
With functional 2 microphone and speaker and good condition
With backdrop
With free flowing coffee
rooms can accommodate 3-4 pax
Venue with beachfront and wide parking space
Trade Agreement : Implementing Rules and Regulations",0,Irrelevant,parking services
102514690,2024 Wolchulsan National Park Dogap 2Nd Parking Lot Maintenance Work Waste Disposal Service,2024 Wolchulsan National Park Dogap 2nd parking lot maintenance work waste disposal service,0,Irrelevant,parking services
102501864,Traffic and Parking Enforcement Solution (Tapes),Description :The Territory is seeking to engage with experienced service providers capable of providing traffic and/or parking enforcement solutions within in the ACT.The Territory is undertaking a Request for Expressions of Interest (REOI) process to:1. Identify experienced service providers who are able to provide one (1) or more of the Territory-s requirements for a Traffic and Parking Enforcement Solution (TAPES).2. Evaluate the market-s ability to satisfy the Territory-s objectives and address current challenges through market offerings.3. Understand if service and value for money efficiencies can be gained through provider rationalisation (fewer contracts which a optimised to deliver the required services).4. Create a shortlist of experienced and capable Respondents to participate in Industry Workshops and Stage 2 - Request for Proposal (RFP).,0,Irrelevant,parking services
102457139,"Integrated Security Surveillance System Service - Theft Prevention, Remote Video Monitoring, Facili, Qty: 1","INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Theft Prevention, Remote Video Monitoring, Facility/Asset Protection, Monitor Operations, Vandalism Deterrence, Employee Safety, Parking Lots, Event Video Surveillance, Public Safety, Traffic Monitori..",0,Irrelevant,parking services
102433945,The City Of Raleigh (Cor) Is Solicitating Proposals From One Or More Firm(S) With Which To Contract For The Following Services: Installation And Removal Services For The CityâS Current Parkeon Strad...,"The City Of Raleigh (Cor) Is Solicitating Proposals From One Or More Firm(S) With Which To Contract For The Following Services: Installation And Removal Services For The CityâS Current Parkeon Strada Pay By Plate Pay Stations And Parkeon Bna Pay By Plate Pay Stations, Cale Max Single Space Meters, Concrete Pads, Thermoplastic Pavement Markings, And Parking Signage
Parking Pay Station Installation and Other Services
Specialized trade construction and maintenance services",0,Irrelevant,parking services
102396874,2024 Popcen-Cbms Municipal Level Training (Pasil & Balbalan),"Tender are invited for 2024 POPCEN-CBMS Municipal Level Training (Pasil & Balbalan)
Procurement Mode : Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification : Goods
Category : Hotel and Lodging and Meeting Facilities
Contract Duration : 6 Day/s
Budget for the Contract : PHP 211,200.00
Area of Delivery : Kalinga
Description : Municipal Level Training of Census Personnel (Enumerators and Team Supervisors) on July 1-6, 2024 requiring excellent training amenities and/or equipment (spacious function hall, excellent sound system, at least 50mbs internet connection, functional ICT equipment/tools, functional generator set, and a wide parking space.
Trade Agreement : Implementing Rules and Regulations",0,Irrelevant,parking services
102341468,Operation of the Hospital Parking System - Replay,"1. The subject of the order is the operation of the hospital parking system 7 days a week - min. from 7:30 to 18:30, max. from 6:00 20:002. As part of the above-mentioned services The contractor will manage 92 parking spaces (the total parking area is 1,917 m2). Detailed rules for operating the parking system",1,Relevant,parking services
102338744,Parking Ticket Machine,Parking ticket machine,0,Irrelevant,parking services
102308917,Corrigendum: Appointment of Consultant for Preparation of Detailed Project Report and Providing Project Management Consultancy Service for Expansion of Truck Parking Terminal (Phase-Ii) at Visakhapatn...,"Corrigendum: Appointment of Consultant for Preparation of Detailed Project Report and Providing Project Management Consultancy Service for Expansion of Truck Parking Terminal (Phase-Ii) at Visakhapatnam Port (2Nd Call)
APPOINTMENT OF CONSULTANT FOR PREPARATION OF DETAILED PROJECT REPORT AND PROVIDING PROJECT MANAGEMENT CONSULTANCY SERVICE FOR EXPANSION OF TRUCK PARKING TERMINAL (PHASE-II) AT VISAKHAPATNAM PORT (2nd call)
Consultancy",0,Irrelevant,parking services
102308746,Expression of Interest: Long-Term Parking Requirement,"Description
The U.S. seeks to lease the following:
Spokane, WA
Space type: two secured parking spaces
Full-term: 3 years/3 years firm
Delineated area: N Howard St., S Adams St., W Railroad Alley, W Spokane Falls Blvd.",1,Relevant,parking services
102279196,"Can - Various Office Supplies - Mtpb, Ydwb, Onmmc, Mao","Tender are invited for CAN - Various Office Supplies - MTPB, YDWB, ONMMC, MAO
Procurement Mode : Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b)
Classification : Goods
Category : Office Supplies and Devices
Contract Duration : 0 Day/s
Budget for the Contract : PHP 489,091.00
Area of Delivery : Metro Manila
Description : ARTICLE AND DESCRIPTION
ITEM QTY. UNIT CEILING UNIT PRICE TOTAL
PRICE

Office: Manila Traffic and Parking Bureau PR No 733
Charge to: Office Supplies Expenses OBR No. 100-2404-03965
ABC: Php200,000.00

1 40 pcs. Ballpen, Black Php 13.00 Php _________ Php _________
2 10 pcs. Ballpen, Red Php 13.00 Php _________ Php _________
3 10 pcs. Gel Sign Pen, 0.5 my gel black Php 33.00 Php _________ Php _________
4 5 pcs. Gel Sign Pen, 0.5 my gel red Php 33.00 Php _________ Php _________
5 30 boxes Continuous Form, carbonless, 2 Ply 11"" x 9-1/2"" Php 2,458.00 Php _________ Php _________
1000 sets/box (280mmx241mm) 55gsm
6 10 boxes Continuous Form, carbonless, 3 Ply 11"" x 9-1/2"" Php 2,086.00 Php _________ Php _________
500 sets/box (280mmx241mm) 55-50-55gsm
7 30 pcs. Correction Tape, 5mm x 10meters Php 53.00 Php _________ Php _________
8 6 pcs. Glue Clear with sponge tip 50cc Php 27.00 Php _________ Php _________
9 3 box Clip, Paper 50mm (Big) Php 36.00 Php _________ Php _________
10 3 box Clip, Paper 33mm (Small) Php 25.00 Php _________ Php ...",0,Irrelevant,parking services
102265768,Carrying out Work to Relocate Engineering and Technical Security Systems on the Perimeter of the Service Parking Lot,"Lot name: - Carrying out work on the relocation of engineering and technical security systems on the perimeter of the service parking area
Electrical installation work on laying telecommunications wiring",0,Irrelevant,parking services
102236507,Demolition of the Town Hall / Here: Demolition and Disposal,"This list of services deals with the complete dismantling of the structures up to the upper floor slab of the underground car park, which should remain underground. The scope of services to be offered extends from the preparation of the construction site to the removal of pollutants from the buildings in preparation for demolition",0,Irrelevant,parking services
102218903,Public Service Delegation for the Management of Paid Surface Parking in the Form of a Concession,"Delegation of Public Service for the management of paid surface parking in the form of a concession
The purpose of the competitive bidding procedure is to delegate in the form of a concession, the public service for the management of surface parking, concerning a share around 18,000 places",1,Relevant,parking services
102210101,Enabling Parking and Construction,"Name of the tender: Enabling Parking Lots and Construction
Description: ENABLING PARKING AND CONSTRUCTION OF GREEN AREAS, VILLA LOMAS DE LOLOL
Type of tender:Public-Public Tender equal to or greater than 1,000 UTM and less than 2,000 UTM (LP)
Closing Date: 06-25-2024d0311b314139639afa8d9993705f8a28",0,Irrelevant,parking services
102156990,"""Purchase of Repair Services of the Parking Pavilions Installed for Passenger Buses on the Streets and Avenues of Baku City""",",, Qty- , Unit of measure -
,, Qty- , Unit of measure -
,, Qty- , Unit of measure -
,, Qty- , Unit of measure -
,, Qty- , Unit of measure -
,, Qty- , Unit of measure -
,, Qty- , Unit of measure -",0,Irrelevant,parking services
102154503,Transportation as Needed Temporary Employment Staffing Agency,"Temporary staffing for the Department of Transportation (DOT) Divisions: Administration, Parking and/or Transit Planning and Operations on a \""as needed\"" basis. Temporary staffing needs arise from many reasons: permanent employees out on extended medical and other leaves of absences that require additional personnel, and the operational decision to postpone filling the position. The Temporary Staffing Agency shall provide all labor and other resources necessary, including Workman-s Compensation Insurance Coverage to provide the temporary staffing services in strict accordance with the statement of work defined in the solicitation. The Agency will be responsible for any benefits provided to its employees.",0,Irrelevant,parking services
102152525,"Waste (Waste Wood, Waste Synthetic Resin) Disposal Service for Parking Lot Construction Near Public Library","Waste (waste wood, waste synthetic resin) disposal service for parking lot construction near public library",0,Irrelevant,parking services
